Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-29 00:00:00+05:30,410.4091679616553,411.62445333286826,402.8473289174317,404.9178161621094,18557346,0.0,0.0
2024-01-30 00:00:00+05:30,402.3971972082923,408.42863094204745,393.75510841111077,394.3402404785156,45190319,0.0,0.0
2024-01-31 00:00:00+05:30,396.09568649125384,398.3462296781842,394.92539376306877,397.49102783203125,20648695,0.0,0.0
2024-02-01 00:00:00+05:30,397.89611814582366,403.0723501713392,395.46551903791453,398.706298828125,19903526,0.0,0.0
2024-02-02 00:00:00+05:30,400.5967720892722,402.5772455250547,395.64558849981586,396.1856994628906,17816750,0.0,0.0
2024-02-05 00:00:00+05:30,397.89611107625,399.3814660761637,392.9899203450033,394.3402404785156,12505666,0.0,0.0
2024-02-06 00:00:00+05:30,396.09568709314567,396.9058678058098,386.6433885753726,388.35382080078125,19487043,0.0,0.0
2024-02-07 00:00:00+05:30,391.59456333742565,391.59456333742565,387.8136442911793,388.7138671875,13376903,0.0,0.0
2024-02-08 00:00:00+05:30,392.08703057366546,392.17841802252724,373.4423399489455,378.88037109375,50039587,6.25,0.0
2024-02-09 00:00:00+05:30,374.81326995012324,387.7000589587421,373.4423423447581,379.7486267089844,33527317,0.0,0.0
2024-02-12 00:00:00+05:30,381.62222138780527,382.0335083512696,371.1117379944829,371.8428955078125,11326971,0.0,0.0
2024-02-13 00:00:00+05:30,371.88862153996564,375.4530507956858,368.5983836063643,371.75152587890625,16207766,0.0,0.0
2024-02-14 00:00:00+05:30,371.0660969640242,376.7783199362087,369.60375282087,376.1385498046875,12618012,0.0,0.0
2024-02-15 00:00:00+05:30,377.46374115666544,378.8803769826403,368.4612807413084,369.1467590332031,21169031,0.0,0.0
2024-02-16 00:00:00+05:30,370.15210830847485,374.31059937497434,365.0339476322224,369.7865295410156,38963810,0.0,0.0
2024-02-19 00:00:00+05:30,370.1521077273739,377.23525788833905,369.78652896048857,374.0364074707031,17602580,0.0,0.0
2024-02-20 00:00:00+05:30,375.13315616944266,375.13315616944266,369.5123213242641,371.1574401855469,14626643,0.0,0.0
2024-02-21 00:00:00+05:30,371.98002129088223,374.8132930919039,366.7704728961171,368.64410400390625,20162369,0.0,0.0
2024-02-22 00:00:00+05:30,371.88862598407167,379.4287715687956,368.73548367384933,378.78900146484375,19321180,0.0,0.0
2024-02-23 00:00:00+05:30,380.1142172699116,380.1142172699116,375.1788603578767,376.0014343261719,11576964,0.0,0.0
2024-02-26 00:00:00+05:30,375.7272290145601,377.5094435802666,372.254187332029,373.99072265625,8289561,0.0,0.0
2024-02-27 00:00:00+05:30,374.7218905950383,377.2352627534842,373.396642202815,375.7729187011719,8083518,0.0,0.0
2024-02-28 00:00:00+05:30,375.77291141482976,376.86967667427535,371.7972242470729,373.16815185546875,8949664,0.0,0.0
2024-02-29 00:00:00+05:30,373.8079027018121,375.68150463575023,369.6950911223243,371.3402099609375,15468800,0.0,0.0
2024-03-01 00:00:00+05:30,373.71656938068935,377.6008694614897,372.43702910246753,374.2649230957031,12873024,0.0,0.0
2024-03-04 00:00:00+05:30,376.7783024509622,377.41807255279343,373.30526061731956,373.8993225097656,7103794,0.0,0.0
2024-03-05 00:00:00+05:30,374.4019753243948,376.00141496954745,369.1924273577834,371.203125,10108373,0.0,0.0
2024-03-06 00:00:00+05:30,371.5230649154743,374.67620737600237,366.22212892485004,372.75689697265625,11534613,0.0,0.0
2024-03-07 00:00:00+05:30,372.7568823355202,379.2459708827159,368.91826167956003,377.9664306640625,23907135,0.0,0.0
2024-03-11 00:00:00+05:30,380.93680290963096,382.3077305995477,372.89398271438637,374.17352294921875,18298683,0.0,0.0
2024-03-12 00:00:00+05:30,371.52301600748615,371.52301600748615,364.9882198540191,369.6494140625,36226074,0.0,0.0
2024-03-13 00:00:00+05:30,397.570769566704,400.312624757367,384.9124927232159,386.1006164550781,105525827,0.0,0.0
2024-03-14 00:00:00+05:30,385.6436791824383,388.88820903370987,382.03354157679445,383.54156494140625,31949569,0.0,0.0
2024-03-15 00:00:00+05:30,381.3023729581571,391.67576129877517,379.5201583123318,383.03887939453125,76074975,0.0,0.0
2024-03-18 00:00:00+05:30,382.94748912903253,384.5012206480152,381.028178834862,381.5308532714844,16547358,0.0,0.0
2024-03-19 00:00:00+05:30,382.0335283428739,383.4501642027759,373.5337421493741,374.31060791015625,21803126,0.0,0.0
2024-03-20 00:00:00+05:30,374.72190907693994,380.79971076564425,374.3106220763875,379.93145751953125,20364534,0.0,0.0
2024-03-21 00:00:00+05:30,382.94746988018204,385.6893250392281,380.3883896165868,385.0038757324219,19968509,0.0,0.0
