Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-29 00:00:00+05:30,220.2891353421685,223.57003735790292,220.2891353421685,221.6952362060547,10051300,0.0,0.0
2024-01-30 00:00:00+05:30,222.35141943280718,226.33537198233284,220.9921914236886,221.4608917236328,11828014,0.0,0.0
2024-01-31 00:00:00+05:30,221.46090062502475,224.92928012330015,219.82044950928383,224.1090545654297,10584480,0.0,0.0
2024-02-01 00:00:00+05:30,223.82783900919088,223.89815550224205,220.5703802667186,220.92190551757812,7828120,0.0,0.0
2024-02-02 00:00:00+05:30,222.63265561549025,228.02270938302317,222.63265561549025,226.4525604248047,16296222,0.0,0.0
2024-02-05 00:00:00+05:30,226.38225855382683,229.42881068757399,224.5777594292722,226.07760620117188,11566604,0.0,0.0
2024-02-06 00:00:00+05:30,227.17905026562138,235.19381427499238,226.42912689474963,234.1861114501953,29024038,0.0,0.0
2024-02-07 00:00:00+05:30,234.79542965631617,235.1469548942664,230.858335548395,232.10040283203125,9103534,0.0,0.0
2024-02-08 00:00:00+05:30,232.4284923945257,234.39703951558627,227.36653451694,229.12416076660156,11303840,0.0,0.0
2024-02-09 00:00:00+05:30,230.0849757679538,231.88947479432915,226.2650711611165,229.8740692138672,7893788,0.0,0.0
2024-02-12 00:00:00+05:30,230.1318610080605,239.41212177941034,230.1318610080605,235.02978515625,48873500,0.0,0.0
2024-02-13 00:00:00+05:30,235.803126265608,240.44325642358922,230.45994565024787,239.78707885742188,22373576,0.0,0.0
2024-02-14 00:00:00+05:30,236.20153383503916,242.31806733749582,232.96749015883574,241.1463165283203,22594656,0.0,0.0
2024-02-15 00:00:00+05:30,242.29463838279364,245.05995313201026,240.46669567503545,243.0211181640625,14570776,0.0,0.0
2024-02-16 00:00:00+05:30,244.8959012672607,255.4416577811619,244.16942153996436,254.50425720214844,34942644,0.0,0.0
2024-02-19 00:00:00+05:30,255.86354078547805,255.86354078547805,249.04392758659327,251.19996643066406,18602758,0.0,0.0
2024-02-20 00:00:00+05:30,251.129649756653,252.23111277833308,246.65356699392768,249.32516479492188,10374126,0.0,0.0
2024-02-21 00:00:00+05:30,251.17652608979455,251.3639890632972,243.4898289962164,244.38037109375,13115574,0.0,0.0
2024-02-22 00:00:00+05:30,245.0365273229982,249.81727642059172,244.4037933190335,248.90330505371094,14596482,0.0,0.0
2024-02-23 00:00:00+05:30,250.7546843327662,253.68406148618635,249.95788802559616,251.293701171875,19860994,0.0,0.0
2024-02-26 00:00:00+05:30,251.34055091584798,251.45772599786005,246.5598018483168,249.77041625976562,8820636,0.0,0.0
2024-02-27 00:00:00+05:30,250.28596988472975,251.8795624092717,247.26284711131186,249.09078979492188,10399260,0.0,0.0
2024-02-28 00:00:00+05:30,248.41117221569402,248.85644324582205,241.38066734166495,242.6461639404297,12789056,0.0,0.0
2024-02-29 00:00:00+05:30,242.4586579816602,245.71613076812264,240.53699820632337,243.06796264648438,14462764,0.0,0.0
2024-03-01 00:00:00+05:30,244.8490563149495,246.1614114772042,242.57584261994688,243.3023223876953,9420630,0.0,0.0
2024-03-04 00:00:00+05:30,245.1068328334668,246.72385462438982,243.04454002660896,243.95851135253906,5662370,0.0,0.0
2024-03-05 00:00:00+05:30,242.66959978719146,243.9585257155638,239.34182452958305,240.58387756347656,10521548,0.0,0.0
2024-03-06 00:00:00+05:30,240.771359776474,241.3103479794192,234.3501596798078,240.51358032226562,11091922,0.0,0.0
2024-03-07 00:00:00+05:30,240.7947799653017,243.91164841405705,239.27150398498594,241.61500549316406,9707982,0.0,0.0
2024-03-11 00:00:00+05:30,242.50555181724107,243.23203157624292,240.11516307211664,241.16973876953125,11131512,0.0,0.0
2024-03-12 00:00:00+05:30,240.32608988404874,244.8959180193378,237.9825882762082,239.43556213378906,11652760,0.0,0.0
2024-03-13 00:00:00+05:30,240.8182097940147,243.1148527200106,232.85030464850533,236.4124298095703,13580480,0.0,0.0
